,word,transcript,neighbours
6215,"['с', 'т', 'р', 'а', 'с', 'т', 'н', 'о', 'м']","['s', 't', 'r', 'a', 's', 'n', 'a', 'm']","[['s', 't', 'r', 'a', 's', 'n', 'a'], ['s', 't', 'r', 'a', 's', 'n', 'y', 'm']]"
6216,"['с', 'т', 'р', 'а', 'с', 'т', 'н', 'ы', 'м']","['s', 't', 'r', 'a', 's', 'n', 'y', 'm']","[['s', 't', 'r', 'a', 's', 'n', 'a', 'm']]"
6217,"['с', 'т', 'р', 'а', 'х', 'е']","['s', 't', 'r', 'a', ""h'"", 'i']",[]
6218,"['с', 'т', 'р', 'а', 'ш', 'н', 'е', 'е']","['s', 't', 'r', 'a', 'sh', ""n'"", 'e', 'j', 'i']","[['s', 't', 'r', 'a', 'sh', 'n', 'a', 'j', 'i']]"
6219,"['с', 'т', 'р', 'а', 'ш', 'н', 'о']","['s', 't', 'r', 'a', 'sh', 'n', 'a']","[['s', 't', 'r', 'a', 'sh', 'n', 'a', 'j', 'i'], ['s', 't', 'r', 'a', 'n', 'n', 'a'], ['s', 't', 'r', 'a', 'sh', 'n', 'a', 'j']]"
6220,"['с', 'т', 'р', 'а', 'ш', 'н', 'о', 'г', 'о']","['s', 't', 'r', 'a', 'sh', 'n', 'a', 'v', 'a']",[]
6221,"['с', 'т', 'р', 'а', 'ш', 'н', 'о', 'е']","['s', 't', 'r', 'a', 'sh', 'n', 'a', 'j', 'i']","[['s', 't', 'r', 'a', 'sh', 'n', 'a', 'j'], ['s', 't', 'r', 'a', 'sh', 'n', 'a'], ['s', 't', 'r', 'a', 'sh', ""n'"", 'e', 'j', 'i'], ['s', 't', 'r', 'a', 'n', 'n', 'a', 'j', 'i']]"
6222,"['с', 'т', 'р', 'а', 'ш', 'н', 'о', 'й']","['s', 't', 'r', 'a', 'sh', 'n', 'a', 'j']","[['s', 't', 'r', 'a', 'sh', 'n', 'a', 'j', 'i'], ['s', 't', 'r', 'a', 'sh', 'n', 'a'], ['s', 't', 'r', 'a', 'n', 'n', 'a', 'j']]"
6223,"['с', 'т', 'р', 'е', 'м', 'и', 'т', 'с', 'я']","['s', 't', ""r'"", 'i', ""m'"", 'i', 'c', 'a']","[['s', 't', ""r'"", 'i', ""m'"", 'i', 'c', 'a']]"
6224,"['с', 'т', 'р', 'е', 'м', 'и', 'т', 'ь', 'с', 'я']","['s', 't', ""r'"", 'i', ""m'"", 'i', 'c', 'a']","[['s', 't', ""r'"", 'i', ""m'"", 'i', 'c', 'a']]"
6225,"['с', 'т', 'р', 'о', 'г', 'а', 'я']","['s', 't', 'r', 'o', 'g', 'a', 'j', 'a']","[['t', 'r', 'o', 'g', 'a', 'j', 'a']]"
6226,"['с', 'т', 'р', 'о', 'г', 'и', 'е']","['s', 't', 'r', 'o', ""g'"", 'i', 'j', 'i']","[['s', 't', 'r', 'o', 'g', 'a', 'j', 'i']]"
6227,"['с', 'т', 'р', 'о', 'г', 'о']","['s', 't', 'r', 'o', 'g', 'a']","[[""s'"", 'e', 'r', 'a', 'v', 'a'], ['s', 't', 'r', 'o', 'g', 'a', 'j', 'i']]"
6228,"['с', 'т', 'р', 'о', 'г', 'о', 'е']","['s', 't', 'r', 'o', 'g', 'a', 'j', 'i']","[['s', 't', 'r', 'o', ""g'"", 'i', 'j', 'i'], ['s', 't', 'r', 'o', 'g', 'a']]"
6229,"['с', 'т', 'р', 'о', 'г', 'о', 'м', 'у']","['s', 't', 'r', 'o', 'g', 'a', 'm', 'u']",[]
6230,"['с', 'т', 'р', 'о', 'г', 'о', 'с', 'т', 'ь', 'ю']","['s', 't', 'r', 'o', 'g', 'a', ""s'"", ""t'"", 'j', 'u']",[]
6231,"['с', 'т', 'р', 'о', 'и', 'л']","['s', 't', 'r', 'o', 'i', 'l']","[['u', 's', 't', 'r', 'o', 'i', 'l']]"
6232,"['с', 'т', 'р', 'о', 'и', 'л', 'с', 'я']","['s', 't', 'r', 'o', 'i', 'l', ""s'"", 'a']","[['u', 's', 't', 'r', 'o', 'i', 'l', ""s'"", 'a']]"
6233,"['с', 'т', 'р', 'о', 'и', 'т', 'е', 'л', 'ь', 'с', 'т', 'в', 'е']","['s', 't', 'r', 'a', 'i', ""t'"", 'i', ""l'"", 's', 't', ""v'"", 'i']",[]
6234,"['с', 'т', 'р', 'о', 'й', 'к', 'а', 'х']","['s', 't', 'r', 'o', 'j', 'k', 'a', 'h']",[]
6235,"['с', 'т', 'р', 'о', 'я', 'т']","['s', 't', 'r', 'o', 'j', 'i', 't']","[['s', 't', 'a', 'j', 'a', 't']]"
6236,"['с', 'т', 'р', 'у', 'е', 'й']","['s', 't', 'r', 'u', 'j', 'o', 'j']",[]
6237,"['с', 'т', 'у', 'д', 'е', 'н', 'т', 'о', 'м']","['s', 't', 'u', ""d'"", 'e', 'n', 't', 'a', 'm']",[]
6238,"['с', 'т', 'у', 'д', 'е', 'н', 'ч', 'е', 'с', 'к', 'и', 'х']","['s', 't', 'u', ""d'"", 'e', ""n'"", 'ch', 'i', 's', ""k'"", 'i', 'h']",[]
6239,"['с', 'т', 'у', 'к']","['s', 't', 'u', 'k']","[['sh', 't', 'u', 'g'], ['s', 't', 'u', 'l']]"
6240,"['с', 'т', 'у', 'к', 'н', 'у', 'л']","['s', 't', 'u', 'k', 'n', 'u', 'l']",[]
6241,"['с', 'т', 'у', 'к', 'о', 'м']","['s', 't', 'u', 'k', 'a', 'm']",[]
6242,"['с', 'т', 'у', 'л']","['s', 't', 'u', 'l']","[['s', 't', 'u', 'k'], ['s', 't', 'u', ""l'"", 'i'], ['s', 't', 'u', 'l', 'a'], ['s', 't', 'a', 'l'], ['s', 't', 'o', 'l']]"
6243,"['с', 'т', 'у', 'л', 'а']","['s', 't', 'u', 'l', 'a']","[['s', 't', 'a', 'l', 'a'], ['s', 't', 'u', ""l'"", 'i'], ['s', 't', 'u', 'l']]"
6244,"['с', 'т', 'у', 'л', 'е']","['s', 't', 'u', ""l'"", 'i']","[['s', 'k', 'u', ""l'"", 'i'], ['s', 't', 'u', 'l', 'a'], ['s', 't', 'u', 'l']]"
6245,"['с', 'т', 'у', 'п', 'е', 'н', 'ь', 'к', 'е']","['s', 't', 'u', ""p'"", 'e', ""n'"", ""k'"", 'i']",[]
6246,"['с', 'т', 'у', 'п', 'е', 'н', 'я', 'м']","['s', 't', 'u', ""p'"", 'e', ""n'"", 'a', ""m'""]",[]
6247,"['с', 'т', 'у', 'ч', 'а', 'л']","['s', 't', 'u', 'ch', 'a', 'l']","[['s', 't', 'u', 'ch', 'a', 'l', 'a']]"
6248,"['с', 'т', 'у', 'ч', 'а', 'л', 'а']","['s', 't', 'u', 'ch', 'a', 'l', 'a']","[['s', 't', 'u', 'ch', 'a', 'l']]"
6249,"['с', 'т', 'у', 'ч', 'и', 'т']","['s', 't', 'u', 'ch', 'i', 't']",[]
6250,"['с', 'т', 'ы', 'д', 'н', 'о']","['s', 't', 'y', 'd', 'n', 'a']",[]
6251,"['с', 'т', 'ы', 'д', 'я', 'щ', 'и', 'е', 'с', 'я']","['s', 't', 'y', ""d'"", 'a', 'sc', 'i', 'j', 'i', ""s'"", 'a']",[]
6252,"['с', 'т', 'ы', 'ч', 'е', 'к']","['s', 't', 'y', 'ch', 'i', 'k']",[]
6253,"['с', 'т', 'я', 'н', 'у', 'л']","[""s'"", ""t'"", 'i', 'n', 'u', 'l']",[]
6254,"['с', 'у', 'г', 'р', 'о', 'б', 'а', 'м']","['s', 'u', 'g', 'r', 'o', 'b', 'a', 'm']",[]
6255,"['с', 'у', 'г', 'р', 'о', 'б', 'ы']","['s', 'u', 'g', 'r', 'o', 'b', 'y']",[]
6256,"['с', 'у', 'д']","['s', 'u', 't']","[['s', 'a', 't']]"
6257,"['с', 'у', 'е', 'в', 'е', 'р', 'и', 'е']","['s', 'u', 'i', ""v'"", 'e', ""r'"", 'i', 'j', 'i']",[]
6258,"['с', 'у', 'к', 'н', 'о', 'м']","['s', 'u', 'k', 'n', 'o', 'm']",[]
6259,"['с', 'у', 'м', 'а', 'с', 'ш', 'е', 'д', 'ш', 'а', 'я']","['s', 'u', 'm', 'a', 'sh', 'e', 't', 'sh', 'a', 'j', 'a']",[]
6260,"['с', 'у', 'м', 'а', 'с', 'ш', 'е', 'д', 'ш', 'и', 'й']","['s', 'u', 'm', 'a', 'sh', 'e', 't', 'sh', 'y', 'j']",[]
6261,"['с', 'у', 'м', 'а', 'с', 'ш', 'е', 'с', 'т', 'в', 'и', 'е', 'м']","['s', 'u', 'm', 'a', 'sh', 'e', 's', 't', ""v'"", 'i', 'i', 'm']",[]
6262,"['с', 'у', 'м', 'а', 'т', 'о', 'х', 'е']","['s', 'u', 'm', 'a', 't', 'o', ""h'"", 'i']",[]
6263,"['с', 'у', 'м', 'б', 'у', 'р', 'н', 'о', 'й']","['s', 'u', 'm', 'b', 'u', 'r', 'n', 'a', 'j']",[]
6264,"['с', 'у', 'м', 'е', 'е', 'ш', 'ь']","['s', 'u', ""m'"", 'e', 'j', 'i', 'sh']",[]
6265,"['с', 'у', 'м', 'е', 'л', 'а']","['s', 'u', ""m'"", 'e', 'l', 'a']","[['s', ""m'"", 'e', 'l', 'a'], ['u', ""m'"", 'e', 'l', 'a']]"
6266,"['с', 'у', 'м', 'е', 'ю']","['s', 'u', ""m'"", 'e', 'j', 'u']",[]
6267,"['с', 'у', 'м', 'к', 'а', 'м', 'и']","['s', 'u', 'm', 'k', 'a', ""m'"", 'i']",[]
6268,"['с', 'у', 'м', 'к', 'и']","['s', 'u', 'm', ""k'"", 'i']","[['s', 'u', 'm', 'k', 'u'], ['s', 'u', 't', ""k'"", 'i']]"
6269,"['с', 'у', 'м', 'к', 'у']","['s', 'u', 'm', 'k', 'u']","[['s', 'u', 'm', ""k'"", 'i']]"
6270,"['с', 'у', 'м', 'о', 'ч', 'к', 'а', 'м', 'и']","['s', 'u', 'm', 'a', 'ch', 'k', 'a', ""m'"", 'i']",[]
6271,"['с', 'у', 'п', 'р', 'у', 'г', 'у']","['s', 'u', 'p', 'r', 'u', 'g', 'u']",[]
6272,"['с', 'у', 'п', 'р', 'у', 'ж', 'е', 'с', 'к', 'о', 'й']","['s', 'u', 'p', 'r', 'u', 'zh', 'y', 's', 'k', 'a', 'j']",[]
6273,"['с', 'у', 'т', 'к', 'и']","['s', 'u', 't', ""k'"", 'i']","[['s', 'u', 'm', ""k'"", 'i'], [""s'"", 'e', 't', ""k'"", 'i']]"
6274,"['с', 'у', 'т', 'у', 'л', 'ь', 'с', 'я']","['s', 'u', 't', 'u', ""l'"", ""s'"", 'a']",[]
6275,"['с', 'у', 'х', 'и', 'м', 'и']","['s', 'u', ""h'"", 'i', ""m'"", 'i']",[]
6276,"['с', 'у', 'х', 'о']","['s', 'u', 'h', 'a']","[['u', 'h', 'a']]"
6277,"['с', 'у', 'ш', 'и', 'т']","['s', 'u', 'sh', 'y', 'd']",[]
6278,"['с', 'у', 'щ', 'е', 'с', 'т', 'в', 'е', 'н', 'н', 'о']","['s', 'u', 'sc', 'e', 's', 't', ""v'"", 'i', 'n', 'a']",[]
6279,"['с', 'у', 'щ', 'е', 'с', 'т', 'в', 'о', 'в', 'а', 'л']","['s', 'u', 'sc', 'i', 's', 't', 'v', 'a', 'v', 'a', 'l']",[]
6280,"['с', 'у', 'щ', 'е', 'с', 'т', 'в', 'о', 'в', 'а', 'т', 'ь']","['s', 'u', 'sc', 'i', 's', 't', 'v', 'a', 'v', 'a', ""t'""]",[]
6281,"['с', 'у', 'щ', 'е', 'с', 'т', 'в', 'у', 'е', 'т']","['s', 'u', 'sc', 'i', 's', 't', 'v', 'u', 'j', 'i', 't']",[]
6282,"['с', 'у', 'щ', 'е', 'с', 'т', 'в', 'у', 'ю', 'щ', 'и', 'м', 'и']","['s', 'u', 'sc', 'i', 's', 't', 'v', 'u', 'j', 'u', 'sc', 'i', ""m'"", 'i']",[]
6283,"['с', 'х', 'в', 'а', 'т', 'и', 'л']","['s', 'h', 'v', 'a', ""t'"", 'i', 'l']",[]
6284,"['с', 'х', 'в', 'а', 'т', 'и', 'л', 'с', 'я']","['s', 'h', 'v', 'a', ""t'"", 'i', 'l', ""s'"", 'a']",[]
6285,"['с', 'х', 'о', 'д', 'и', 'л', 'а', 'с', 'ь']","['s', 'h', 'a', ""d'"", 'i', 'l', 'a', ""s'""]",[]
6286,"['с', 'ц', 'е', 'н', 'у']","['s', 'c', 'e', 'n', 'u']","[[""s'"", ""t'"", 'e', 'n', 'u'], ['s', 'c', 'e', 'n', 'y']]"
6287,"['с', 'ц', 'е', 'н', 'ы']","['s', 'c', 'e', 'n', 'y']","[['s', ""t'"", 'e', 'n', 'y'], ['s', 'c', 'e', 'n', 'u']]"
6288,"['с', 'ч', 'а', 'с', 'т', 'и', 'ю']","['sc', 'a', ""s'"", ""t'"", 'i', 'j', 'u']",[]
6289,"['с', 'ч', 'а', 'с', 'т', 'л', 'и', 'в']","['sc', 'a', 's', ""l'"", 'i', 'f']",[]
6290,"['с', 'ч', 'а', 'с', 'т', 'л', 'и', 'в', 'о', 'й']","['sc', 'i', 's', ""l'"", 'i', 'v', 'a', 'j']",[]
6291,"['с', 'ч', 'а', 'с', 'т', 'ь', 'е']","['sc', 'a', ""s'"", ""t'"", 'j', 'i']","[['sc', 'a', ""s'"", ""t'"", 'j', 'a']]"
6292,"['с', 'ч', 'а', 'с', 'т', 'ь', 'я']","['sc', 'a', ""s'"", ""t'"", 'j', 'a']","[['sc', 'a', ""s'"", ""t'"", 'j', 'i']]"
6293,"['с', 'ч', 'е', 'т']","['sc', 'o', 't']","[['s', ""v'"", 'e', 't']]"
6294,"['с', 'ч', 'и', 'т', 'а', 'в', 'ш', 'а', 'я']","['sc', 'i', 't', 'a', 'f', 'sh', 'a', 'j', 'a']",[]
6295,"['с', 'ч', 'и', 'т', 'а', 'е', 'т']","['sc', 'i', 't', 'a', 'i', 't']","[['sc', 'i', 't', 'a', 'j', 'u', 't'], ['ch', 'i', 't', 'a', 'j', 'i', 't']]"
6296,"['с', 'ч', 'и', 'т', 'а', 'е', 'т', 'с', 'я']","['sc', 'i', 't', 'a', 'i', 'c', 'a']",[]
6297,"['с', 'ч', 'и', 'т', 'а', 'е', 'ш', 'ь']","['sc', 'i', 't', 'a', 'j', 'i', 'sh']",[]
6298,"['с', 'ч', 'и', 'т', 'а', 'й', 'с', 'я']","['sc', 'i', 't', 'a', 'j', ""s'"", 'a']",[]
6299,"['с', 'ч', 'и', 'т', 'а', 'й', 'т', 'е']","['sc', 'i', 't', 'a', 'j', ""t'"", 'i']",[]
6300,"['с', 'ч', 'и', 'т', 'а', 'л']","['sc', 'i', 't', 'a', 'l']","[['sc', 'i', 't', 'a', 'j', 'u'], ['sc', 'i', 't', 'a', ""l'"", 'i'], ['ch', 'i', 't', 'a', 'l'], ['sc', 'i', 't', 'a', 'l', 'a']]"
6301,"['с', 'ч', 'и', 'т', 'а', 'л', 'а']","['sc', 'i', 't', 'a', 'l', 'a']","[['sc', 'i', 't', 'a', 'l'], ['sc', 'i', 't', 'a', ""l'"", 'i'], ['ch', 'i', 't', 'a', 'l', 'a']]"
6302,"['с', 'ч', 'и', 'т', 'а', 'л', 'и']","['sc', 'i', 't', 'a', ""l'"", 'i']","[['sc', 'i', 't', 'a', 'l'], ['ch', 'i', 't', 'a', ""l'"", 'i'], ['sc', 'i', 't', 'a', 'l', 'a']]"
6303,"['с', 'ч', 'и', 'т', 'а', 'л', 'о', 'с', 'ь']","['sc', 'i', 't', 'a', 'l', 'a', ""s'""]",[]
6304,"['с', 'ч', 'и', 'т', 'а', 'т', 'ь']","['sc', 'i', 't', 'a', ""t'""]","[['ch', 'i', 't', 'a', ""t'""]]"
6305,"['с', 'ч', 'и', 'т', 'а', 'т', 'ь', 'с', 'я']","['sc', 'i', 't', 'a', 'c', 'a']",[]
6306,"['с', 'ч', 'и', 'т', 'а', 'ю']","['sc', 'i', 't', 'a', 'j', 'u']","[['sc', 'i', 't', 'a', 'l'], ['ch', 'i', 't', 'a', 'j', 'u'], ['sc', 'i', 't', 'a', 'j', 'u', 't']]"
6307,"['с', 'ч', 'и', 'т', 'а', 'ю', 'т']","['sc', 'i', 't', 'a', 'j', 'u', 't']","[['sc', 'i', 't', 'a', 'j', 'u'], ['sc', 'i', 't', 'a', 'i', 't']]"
6308,"['с', 'ш', 'и', 'б', 'л', 'о']","['sh', 'y', 'b', 'l', 'a']",[]
6309,"['с', 'ш', 'и', 'т', 'о', 'г', 'о']","['sh', 'sh', 'y', 't', 'a', 'v']",[]
6310,"['с', 'ъ', 'е', 'з', 'ж', 'а', 'т', 'ь', 'с', 'я']","['s', 'j', 'i', 'zh', 'zh', 'a', 'c', 'c', 'a']",[]
6311,"['с', 'ъ', 'е', 'с', 'т', 'ь']","['s', 'j', 'e', ""s'"", ""t'""]","[[""s'"", 'e', ""s'"", ""t'""]]"
6312,"['с', 'ъ', 'я', 'з', 'в', 'и', 'т', 'ь']","['s', 'j', 'i', 'z', ""v'"", 'i', ""t'""]",[]
6313,"['с', 'ы', 'н']","['s', 'y', 'n']","[['s', 'o', 'n'], ['s', 'y', 'n', 'a']]"
6314,"['с', 'ы', 'н', 'а']","['s', 'y', 'n', 'a']","[['s', 'y', 'n']]"
6315,"['с', 'ы', 'н', 'о', 'в', 'е', 'й']","['s', 'y', 'n', 'a', ""v'"", 'e', 'j']",[]
6316,"['с', 'ы', 'н', 'о', 'к']","['s', 'y', 'n', 'o', 'k']","[['s', 'y', 'n', 'a', 'm']]"
6317,"['с', 'ы', 'н', 'о', 'м']","['s', 'y', 'n', 'a', 'm']","[['s', 'n', 'o', 'm'], ['s', 'y', 'r', 'a', 'm'], ['s', 'y', 'n', 'o', 'k']]"
6318,"['с', 'ы', 'п', 'а', 'т', 'ь', 'с', 'я']","['s', 'y', 'p', 'a', 'c', 'a']",[]
6319,"['с', 'ы', 'р', 'о', 'й']","['s', 'y', 'r', 'o', 'j']","[['s', 'y', 'r', 'a', 'm']]"
6320,"['с', 'ы', 'р', 'о', 'м']","['s', 'y', 'r', 'a', 'm']","[['s', 'y', 'n', 'a', 'm'], ['s', 'y', 'r', 'o', 'j'], [""s'"", 'e', 'r', 'a', 'm'], ['s', 'y', 'r', 'y', 'm']]"
6321,"['с', 'ы', 'р', 'о', 'с', 'т', 'ь']","['s', 'y', 'r', 'a', ""s'"", ""t'""]",[]
6322,"['с', 'ы', 'р', 'у', 'ю']","['s', 'y', 'r', 'u', 'j', 'u']","[['s', 'y', 't', 'u', 'j', 'u']]"
6323,"['с', 'ы', 'р', 'ы', 'м']","['s', 'y', 'r', 'y', 'm']","[['s', 'y', 'r', 'a', 'm']]"
6324,"['с', 'ы', 'т', 'у', 'ю']","['s', 'y', 't', 'u', 'j', 'u']","[['s', 'y', 'r', 'u', 'j', 'u']]"
6325,"['с', 'ю', 'р', 'п', 'р', 'и', 'з']","[""s'"", 'u', 'r', 'p', ""r'"", 'i', 's']",[]
6326,"['с', 'я', 'д', 'ь']","[""s'"", 'a', ""t'""]",[]
6327,"['т', 'а', 'б', 'а', 'ч', 'н', 'ы', 'х']","['t', 'a', 'b', 'a', 'ch', 'n', 'y', 'h']",[]
6328,"['т', 'а', 'б', 'л', 'е', 'т', 'к', 'и']","['t', 'a', 'b', ""l'"", 'e', 't', ""k'"", 'i']",[]
6329,"['т', 'а', 'б', 'л', 'и', 'ц', 'а']","['t', 'a', 'b', ""l'"", 'i', 'c', 'a']",[]
6330,"['т', 'а', 'б', 'л', 'и', 'ц', 'е', 'й']","['t', 'a', 'b', ""l'"", 'i', 'c', 'y', 'j']",[]
6331,"['т', 'а', 'и', 'н', 'с', 'т', 'в', 'е', 'н', 'н', 'о']","['t', 'a', 'i', 'n', 's', 't', ""v'"", 'i', 'n', 'a']",[]
6332,"['т', 'а', 'й', 'к', 'о', 'м']","['t', 'a', 'j', 'k', 'o', 'm']","[['t', 'a', 'k', 'o', 'm']]"
6333,"['т', 'а', 'й', 'н', 'о']","['t', 'a', 'j', 'n', 'a']","[['t', 'a', 'j', 'n', 'a', 'i']]"
6334,"['т', 'а', 'й', 'н', 'о', 'е']","['t', 'a', 'j', 'n', 'a', 'i']","[['t', 'a', 'j', 'n', 'y', 'j', 'i'], ['t', 'a', 'j', 'n', 'a']]"
6335,"['т', 'а', 'й', 'н', 'у', 'ю']","['t', 'a', 'j', 'n', 'u', 'j', 'u']",[]
6336,"['т', 'а', 'й', 'н', 'ы', 'е']","['t', 'a', 'j', 'n', 'y', 'j', 'i']","[['t', 'a', 'j', 'n', 'a', 'i']]"
6337,"['т', 'а', 'к']","['t', 'a', 'k']","[['k', 'a', 'k'], ['t', 'a', 'm']]"
6338,"['т', 'а', 'к', 'а', 'я']","['t', 'a', 'k', 'a', 'j', 'i']","[['k', 'a', 'k', 'a', 'j', 'i']]"
6339,"['т', 'а', 'к', 'и', 'е']","['t', 'a', ""k'"", 'i', 'i']","[['t', 'a', ""k'"", 'i', 'h'], ['t', 'a', ""k'"", 'i', 'm'], ['t', 'a', 'k', 'o', 'i'], ['k', 'a', ""k'"", 'i', 'i']]"
6340,"['т', 'а', 'к', 'и', 'м']","['t', 'a', ""k'"", 'i', 'm']","[['t', 'a', 'k', 'o', 'm'], ['t', 'a', ""k'"", 'i', ""m'"", 'i'], ['t', 'a', ""k'"", 'i', 'h'], ['t', 'a', ""k'"", 'i', 'i'], ['k', 'a', ""k'"", 'i', 'm']]"
6341,"['т', 'а', 'к', 'и', 'м', 'и']","['t', 'a', ""k'"", 'i', ""m'"", 'i']","[['t', 'a', ""k'"", 'i', 'm']]"
6342,"['т', 'а', 'к', 'и', 'х']","['t', 'a', ""k'"", 'i', 'h']","[['t', 'a', ""k'"", 'i', 'm'], ['t', 'a', ""k'"", 'i', 'i'], ['k', 'a', ""k'"", 'i', 'h']]"
6343,"['т', 'а', 'к', 'о', 'г', 'о']","['t', 'a', 'k', 'o', 'v', 'a']","[['k', 'a', 'k', 'o', 'v', 'a']]"
6344,"['т', 'а', 'к', 'о', 'е']","['t', 'a', 'k', 'o', 'i']","[['t', 'a', ""k'"", 'i', 'i'], ['k', 'a', 'k', 'o', 'j', 'i'], ['t', 'a', 'k', 'o', 'm'], ['t', 'a', 'k', 'o', 'j']]"
6345,"['т', 'а', 'к', 'о', 'й']","['t', 'a', 'k', 'o', 'j']","[['k', 'a', 'k', 'o', 'j'], ['t', 'a', 'k', 'o', 'm'], ['t', 'a', 'k', 'o', 'i']]"
6346,"['т', 'а', 'к', 'о', 'м']","['t', 'a', 'k', 'o', 'm']","[['t', 'a', 'j', 'k', 'o', 'm'], ['t', 'a', 'k', 'o', 'i'], ['t', 'a', ""k'"", 'i', 'm'], ['k', 'a', 'k', 'o', 'm'], ['t', 'o', 'k', 'a', 'm'], ['t', 'a', 'k', 'o', 'j']]"
6347,"['т', 'а', 'к', 'у', 'ю']","['t', 'a', 'k', 'u', 'j', 'u']","[['k', 'a', 'k', 'u', 'j', 'u']]"
6348,"['т', 'а', 'л', 'а', 'н', 'т', 'л', 'и', 'в', 'ы', 'й']","['t', 'a', 'l', 'a', 'n', 't', ""l'"", 'i', 'v', 'y', 'j']",[]
6349,"['т', 'а', 'м']","['t', 'a', 'm']","[['s', 'a', 'm'], [""t'"", 'e', 'm'], ['m', 'a', 'm'], ['t', 'a', 'k'], ['d', 'a', 'm'], ['v', 'a', 'm'], ['t', 'o', 'm'], ['n', 'a', 'm']]"
6350,"['т', 'а', 'н', 'е']","['t', 'a', ""n'"", 'i']","[['t', 'o', ""n'"", 'i'], ['t', 'a', ""n'"", 'i', 'j'], ['t', 'a', ""n'""], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'u']]"
6351,"['т', 'а', 'н', 'е', 'й']","['t', 'a', ""n'"", 'i', 'j']","[['t', 'a', ""n'"", 'i'], ['v', 'a', ""n'"", 'i']]"
6352,"['т', 'а', 'н', 'и']","['t', 'a', ""n'"", 'i']","[['t', 'a', ""n'""], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'u']]"
6353,"['т', 'а', 'н', 'и', 'н', 'ы']","['t', 'a', ""n'"", 'i', 'n', 'y']",[]
6354,"['т', 'а', 'н', 'ь']","['t', 'a', ""n'""]","[[""t'"", 'e', ""n'""], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'u']]"
6355,"['т', 'а', 'н', 'ю']","['t', 'a', ""n'"", 'u']","[['t', 'a', ""n'""], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'i']]"
6356,"['т', 'а', 'н', 'ю', 'ш', 'к', 'и']","['t', 'a', ""n'"", 'u', 'sh', ""k'"", 'i']",[]
6357,"['т', 'а', 'н', 'я']","['t', 'a', ""n'"", 'i']","[['t', 'a', ""n'""], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'i'], ['t', 'a', ""n'"", 'u']]"
6358,"['т', 'а', 'п', 'о', 'ч', 'к', 'а', 'х']","['t', 'a', 'p', 'a', 'ch', 'k', 'a', 'h']",[]
6359,"['т', 'а', 'р', 'а', 'к', 'а', 'н']","['t', 'a', 'r', 'a', 'k', 'a', 'n']",[]
6360,"['т', 'а', 'р', 'а', 'х', 'т', 'е', 'т', 'ь']","['t', 'a', 'r', 'a', 'h', ""t'"", 'e', ""t'""]",[]
6361,"['т', 'а', 'р', 'е', 'л', 'к', 'и']","['t', 'a', ""r'"", 'e', 'l', ""k'"", 'i']",[]
6362,"['т', 'а', 'с', 'к', 'а', 'т', 'ь']","['t', 'a', 's', 'k', 'a', ""t'""]",[]
6363,"['т', 'а', 'х', 'т', 'ы']","['t', 'a', 'h', 't', 'y']",[]
6364,"['т', 'а', 'щ', 'и', 'л', 'с', 'я']","['t', 'a', 'sc', 'i', 'l', ""s'"", 'a']",[]
6365,"['т', 'а', 'щ', 'и', 'т', 'ь']","['t', 'a', 'sc', 'i', ""t'""]",[]
6366,"['т', 'в', 'е', 'р', 'д', 'е', 'в', 'ш', 'у', 'ю']","['t', ""v'"", 'i', 'r', ""d'"", 'e', 'f', 'sh', 'u', 'j', 'u']",[]
6367,"['т', 'в', 'е', 'р', 'д', 'е', 'е', 'т']","['t', ""v'"", 'i', 'r', ""d'"", 'e', 'j', 'i', 't']",[]
6368,"['т', 'в', 'е', 'р', 'д', 'е', 'я']","['t', ""v'"", 'i', 'r', ""d'"", 'e', 'j', 'a']",[]
6369,"['т', 'в', 'е', 'р', 'д', 'и', 'л']","['t', ""v'"", 'i', 'r', ""d'"", 'i', 'l']",[]
6370,"['т', 'в', 'е', 'р', 'д', 'о']","['t', ""v'"", 'o', 'r', 'd', 'a']","[['t', ""v'"", 'o', 'r', 'd', 'a', 'i']]"
6371,"['т', 'в', 'е', 'р', 'д', 'о', 'е']","['t', ""v'"", 'o', 'r', 'd', 'a', 'i']","[['t', ""v'"", 'o', 'r', 'd', 'a']]"
6372,"['т', 'в', 'е', 'р', 'д', 'ы', 'м']","['t', ""v'"", 'o', 'r', 'd', 'y', 'm']",[]
6373,"['т', 'в', 'о', 'е', 'й']","['t', 'v', 'a', 'j', 'e', 'j']","[['s', 'v', 'a', 'j', 'e', 'j'], ['t', 'v', 'a', 'j', 'o', 'm'], ['t', 'v', 'o', 'j']]"
6374,"['т', 'в', 'о', 'е', 'м']","['t', 'v', 'a', 'j', 'o', 'm']","[['t', 'v', 'a', 'i', 'm'], ['s', 'v', 'a', 'j', 'o', 'm'], ['t', 'v', 'a', 'j', 'e', 'j']]"
